Data;Estados;Categoria de Produtos;Fam°lia de Produtos; Receita ; Valor Devoluá∆o ;Quantidade de venda;Quantidade Devoluá∆o; Custo ; Quantidade de NFs ;Quantidade de Clientes;
01/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR; R$ 15.319,98 ; R$ 963,05 ;64;3; R$ 12.142,28 ; 26,00 ;22;
01/07/2025;AM;PEÄAS - LINHA PESADA;CONFORTO; R$ 450,00 ; R$ -   ;1;0; R$ 214,83 ; 1,00 ;1;
01/07/2025;AM;PEÄAS - LINHA PESADA;DIREÄ«O; R$ 8.924,07 ; R$ 601,91 ;21;1; R$ 6.590,20 ; 17,00 ;15;
01/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 26.418,10 ; R$ -   ;119;0; R$ 18.444,61 ; 57,00 ;50;
01/07/2025;AM;PEÄAS - LINHA PESADA;ESTRIBO; R$ 900,00 ; R$ -   ;4;0; R$ 447,06 ; 1,00 ;1;
01/07/2025;AM;PEÄAS - LINHA PESADA;EXAUST«O; R$ 2.178,19 ; R$ 116,76 ;24;1; R$ 1.198,63 ; 12,00 ;12;
01/07/2025;AM;PEÄAS - LINHA PESADA;FIXAÄ«O; R$ 3.133,96 ; R$ -   ;217;0; R$ 1.920,20 ; 23,00 ;20;
01/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 32.558,02 ; R$ 310,08 ;149;1; R$ 25.391,86 ; 62,00 ;46;
01/07/2025;AM;PEÄAS - LINHA PESADA;IGNIÄ«O; R$ 439,18 ; R$ -   ;4;0; R$ 258,33 ; 4,00 ;4;
01/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 4.995,60 ; R$ 1.070,00 ;135;50; R$ 3.042,31 ; 38,00 ;31;
01/07/2025;AM;PEÄAS - LINHA PESADA;INJEÄ«O; R$ 5.947,46 ; R$ -   ;18;0; R$ 4.388,03 ; 15,00 ;14;
01/07/2025;AM;PEÄAS - LINHA PESADA;LUBRIFICAÄ«O; R$ 1.429,65 ; R$ -   ;4;0; R$ 1.009,55 ; 3,00 ;3;
01/07/2025;AM;PEÄAS - LINHA PESADA;MATERIAIS E ACABAMENTOS; R$ 39,12 ; R$ -   ;4;0; R$ 39,04 ; 1,00 ;1;
01/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 28.833,13 ; R$ 91,69 ;81;2; R$ 23.425,21 ; 37,00 ;28;
01/07/2025;AM;PEÄAS - LINHA PESADA;OUTROS; R$ 339,60 ; R$ -   ;6;0; R$ 242,22 ; 1,00 ;1;
01/07/2025;AM;PEÄAS - LINHA PESADA;PARTIDA; R$ 4.871,00 ; R$ -   ;4;0; R$ 3.613,63 ; 4,00 ;4;
01/07/2025;AM;PEÄAS - LINHA PESADA;PNEUMµTICO; R$ 8.799,64 ; R$ 1.434,46 ;10;2; R$ 6.943,06 ; 11,00 ;9;
01/07/2025;AM;PEÄAS - LINHA PESADA;POLIAS E TENSORES; R$ 697,89 ; R$ -   ;7;0; R$ 479,71 ; 4,00 ;4;
01/07/2025;AM;PEÄAS - LINHA PESADA;REFRIGERACAO; R$ 4.463,13 ; R$ -   ;3;0; R$ 3.388,93 ; 3,00 ;3;
01/07/2025;AM;PEÄAS - LINHA PESADA;REPARO; R$ 633,90 ; R$ -   ;7;0; R$ 475,42 ; 5,00 ;2;
01/07/2025;AM;PEÄAS - LINHA PESADA;RODA; R$ 23,80 ; R$ -   ;1;0; R$ 20,50 ; 1,00 ;1;
01/07/2025;AM;PEÄAS - LINHA PESADA;ROLAMENTO; R$ 1.629,55 ; R$ -   ;18;0; R$ 1.036,99 ; 12,00 ;10;
01/07/2025;AM;PEÄAS - LINHA PESADA;SENSORES; R$ 350,00 ; R$ -   ;1;0; R$ 180,16 ; 1,00 ;1;
01/07/2025;AM;PEÄAS - LINHA PESADA;SINALIZAÄ«O VISUAL; R$ 30,00 ; R$ -   ;6;0; R$ 15,90 ; 1,00 ;1;
01/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 32.021,55 ; R$ -   ;241;0; R$ 23.976,11 ; 59,00 ;43;
01/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 76.606,82 ; R$ 3.123,72 ;298;6; R$ 57.261,97 ; 138,00 ;88;
01/07/2025;AM;PEÄAS - LINHA PESADA;TURBOALIMENTAÄ«O; R$ 10.509,95 ; R$ -   ;5;0; R$ 8.628,84 ; 5,00 ;5;
01/07/2025;AM;PEÄAS - LINHA PESADA;UNIVERSAL; R$ 10.573,37 ; R$ 107,00 ;116;1; R$ 8.399,53 ; 41,00 ;27;
01/07/2025;AM;PEÄAS - LINHA PESADA;VµLVULAS; R$ 3.806,68 ; R$ 420,00 ;16;1; R$ 2.482,25 ; 14,00 ;14;
02/07/2025;AM;PEÄAS - LINHA PESADA;A CLASSIFICAR; R$ 1.600,21 ; R$ -   ;34;0; R$ 1.320,37 ; 12,00 ;10;
02/07/2025;AM;PEÄAS - LINHA PESADA;ACESS‡RIOS; R$ 14.804,74 ; R$ -   ;40;0; R$ 11.095,55 ; 15,00 ;14;
02/07/2025;AM;PEÄAS - LINHA PESADA;ADMISS«O; R$ 4.779,60 ; R$ -   ;12;0; R$ 4.101,18 ; 6,00 ;6;
02/07/2025;AM;PEÄAS - LINHA PESADA;ALIMENTAÄ«O; R$ 473,68 ; R$ -   ;2;0; R$ 262,56 ; 2,00 ;2;
02/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 16.402,85 ; R$ -   ;66;0; R$ 11.735,27 ; 27,00 ;21;
02/07/2025;AM;PEÄAS - LINHA PESADA;µUDIO; R$ 814,25 ; R$ -   ;29;0; R$ 499,29 ; 4,00 ;4;
02/07/2025;AM;PEÄAS - LINHA PESADA;CAMINHAO; R$ 120,40 ; R$ -   ;2;0; R$ 86,44 ; 1,00 ;1;
02/07/2025;AM;PEÄAS - LINHA PESADA;CARROCERIA; R$ 4.041,90 ; R$ -   ;34;0; R$ 2.571,50 ; 13,00 ;13;
02/07/2025;AM;PEÄAS - LINHA PESADA;CHASSI; R$ 1.592,48 ; R$ -   ;7;0; R$ 1.241,82 ; 4,00 ;4;
02/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE FIXAÄ«O; R$ 1.568,66 ; R$ 191,20 ;49;4; R$ 963,15 ; 16,00 ;11;
02/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE VEDAÄ«O; R$ 7,33 ; R$ -   ;1;0; R$ 3,79 ; 1,00 ;1;
02/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES EXTERNOS; R$ 5.241,87 ; R$ -   ;21;0; R$ 3.505,62 ; 12,00 ;12;
02/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS CABINE; R$ 4.133,11 ; R$ -   ;20;0; R$ 2.734,84 ; 14,00 ;13;
02/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR; R$ 26.851,47 ; R$ 111,20 ;88;1; R$ 22.693,95 ; 39,00 ;28;
02/07/2025;AM;PEÄAS - LINHA PESADA;DIREÄ«O; R$ 8.073,36 ; R$ 1.012,40 ;17;5; R$ 5.587,72 ; 19,00 ;14;
02/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 15.149,08 ; R$ 3.447,62 ;90;4; R$ 10.448,11 ; 67,00 ;53;
02/07/2025;AM;PEÄAS - LINHA PESADA;ESTRIBO; R$ 244,70 ; R$ -   ;2;0; R$ 165,84 ; 1,00 ;1;
02/07/2025;AM;PEÄAS - LINHA PESADA;EXAUST«O; R$ 89,13 ; R$ -   ;8;0; R$ 52,76 ; 6,00 ;6;
02/07/2025;AM;PEÄAS - LINHA PESADA;FIXAÄ«O; R$ 2.905,55 ; R$ 6,60 ;232;2; R$ 1.934,11 ; 22,00 ;18;
02/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 41.597,53 ; R$ 4.806,10 ;275;10; R$ 30.397,51 ; 67,00 ;50;
02/07/2025;AM;PEÄAS - LINHA PESADA;IGNIÄ«O; R$ 235,49 ; R$ -   ;2;0; R$ 122,45 ; 2,00 ;2;
02/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 11.508,59 ; R$ 319,63 ;301;17; R$ 7.727,72 ; 60,00 ;47;
02/07/2025;AM;PEÄAS - LINHA PESADA;INJEÄ«O; R$ 2.696,88 ; R$ 165,71 ;7;1; R$ 1.762,05 ; 8,00 ;7;
02/07/2025;AM;PEÄAS - LINHA PESADA;LUBRIFICAÄ«O; R$ 2.981,87 ; R$ 1.030,00 ;4;1; R$ 2.766,53 ; 5,00 ;5;
02/07/2025;AM;PEÄAS - LINHA PESADA;MANGUEIRAS; R$ 233,50 ; R$ -   ;2;0; R$ 207,82 ; 2,00 ;2;
02/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 47.568,40 ; R$ 757,00 ;227;11; R$ 38.760,89 ; 67,00 ;47;
02/07/2025;AM;PEÄAS - LINHA PESADA;PARTIDA; R$ 14.594,99 ; R$ -   ;10;0; R$ 11.785,10 ; 8,00 ;8;
02/07/2025;AM;PEÄAS - LINHA PESADA;PNEUMµTICO; R$ 7.184,33 ; R$ 546,18 ;10;1; R$ 5.490,05 ; 10,00 ;10;
02/07/2025;AM;PEÄAS - LINHA PESADA;REFRIGERACAO; R$ 478,01 ; R$ -   ;1;0; R$ 320,14 ; 1,00 ;1;
02/07/2025;AM;PEÄAS - LINHA PESADA;REPARO; R$ 205,70 ; R$ 214,80 ;1;3; R$ 147,52 ; 3,00 ;1;
02/07/2025;AM;PEÄAS - LINHA PESADA;ROLAMENTO; R$ 2.190,44 ; R$ 798,30 ;22;9; R$ 1.560,24 ; 20,00 ;16;
02/07/2025;AM;PEÄAS - LINHA PESADA;SENSORES; R$ 2.053,03 ; R$ -   ;5;0; R$ 1.451,38 ; 4,00 ;4;
02/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 26.506,62 ; R$ 202,20 ;215;8; R$ 18.675,00 ; 57,00 ;38;
02/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 100.787,25 ; R$ 8.560,41 ;313;19; R$ 77.991,12 ; 137,00 ;94;
02/07/2025;AM;PEÄAS - LINHA PESADA;TURBOALIMENTAÄ«O; R$ 2.003,00 ; R$ -   ;1;0; R$ 1.461,64 ; 1,00 ;1;
02/07/2025;AM;PEÄAS - LINHA PESADA;UNIVERSAL; R$ 3.306,35 ; R$ 156,40 ;110;3; R$ 2.624,78 ; 28,00 ;22;
02/07/2025;AM;PEÄAS - LINHA PESADA;VµLVULAS; R$ 8.590,30 ; R$ 402,00 ;30;1; R$ 6.126,80 ; 21,00 ;20;
03/07/2025;AM;PEÄAS - LINHA PESADA;A CLASSIFICAR; R$ 1.926,99 ; R$ 261,02 ;33;1; R$ 1.508,49 ; 13,00 ;12;
03/07/2025;AM;PEÄAS - LINHA PESADA;ACESS‡RIOS; R$ 2.889,74 ; R$ 48,00 ;58;2; R$ 1.945,69 ; 24,00 ;19;
03/07/2025;AM;PEÄAS - LINHA PESADA;ADMISS«O; R$ 264,00 ; R$ -   ;15;0; R$ 186,60 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 12.864,93 ; R$ 175,00 ;34;1; R$ 9.195,11 ; 28,00 ;24;
03/07/2025;AM;PEÄAS - LINHA PESADA;µUDIO; R$ 191,10 ; R$ -   ;6;0; R$ 116,46 ; 4,00 ;4;
03/07/2025;AM;PEÄAS - LINHA PESADA;CAMINHAO; R$ 70,50 ; R$ -   ;2;0; R$ 48,32 ; 2,00 ;2;
03/07/2025;AM;PEÄAS - LINHA PESADA;CARROCERIA; R$ 9.369,63 ; R$ -   ;62;0; R$ 6.339,36 ; 18,00 ;18;
03/07/2025;AM;PEÄAS - LINHA PESADA;CHASSI; R$ 2.397,00 ; R$ -   ;11;0; R$ 2.160,12 ; 4,00 ;4;
03/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE FIXAÄ«O; R$ 1.720,78 ; R$ -   ;44;0; R$ 1.161,85 ; 16,00 ;15;
03/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES EXTERNOS; R$ 3.971,08 ; R$ -   ;19;0; R$ 2.682,72 ; 14,00 ;13;
03/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS CABINE; R$ 3.419,78 ; R$ -   ;35;0; R$ 2.374,63 ; 13,00 ;13;
03/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR; R$ 20.786,22 ; R$ -   ;146;0; R$ 16.277,91 ; 39,00 ;33;
03/07/2025;AM;PEÄAS - LINHA PESADA;DIREÄ«O; R$ 11.690,03 ; R$ 1.331,12 ;272;2; R$ 7.952,61 ; 18,00 ;17;
03/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 15.633,67 ; R$ 92,10 ;79;1; R$ 10.909,69 ; 45,00 ;42;
03/07/2025;AM;PEÄAS - LINHA PESADA;EXAUST«O; R$ 293,68 ; R$ -   ;18;0; R$ 173,68 ; 4,00 ;4;
03/07/2025;AM;PEÄAS - LINHA PESADA;FECHAMENTO; R$ 122,20 ; R$ -   ;1;0; R$ 124,65 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA PESADA;FERRAMENTAS; R$ 69,01 ; R$ -   ;1;0; R$ 42,03 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA PESADA;FIXAÄ«O; R$ 1.520,04 ; R$ -   ;83;0; R$ 1.035,26 ; 16,00 ;14;
03/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 58.387,71 ; R$ 4.287,70 ;294;22; R$ 44.795,45 ; 69,00 ;53;
03/07/2025;AM;PEÄAS - LINHA PESADA;HIDRµULICO; R$ 3.173,49 ; R$ -   ;3;0; R$ 2.201,78 ; 3,00 ;3;
03/07/2025;AM;PEÄAS - LINHA PESADA;IGNIÄ«O; R$ 189,10 ; R$ 134,00 ;2;1; R$ 162,96 ; 3,00 ;3;
03/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 11.724,96 ; R$ 5.495,70 ;385;70; R$ 7.532,10 ; 48,00 ;40;
03/07/2025;AM;PEÄAS - LINHA PESADA;INJEÄ«O; R$ 6.721,47 ; R$ 20,40 ;14;1; R$ 4.345,05 ; 14,00 ;12;
03/07/2025;AM;PEÄAS - LINHA PESADA;LUBRIFICAÄ«O; R$ 1.681,17 ; R$ 399,00 ;1;2; R$ 1.214,56 ; 4,00 ;4;
03/07/2025;AM;PEÄAS - LINHA PESADA;MANGUEIRAS; R$ 268,20 ; R$ -   ;5;0; R$ 214,10 ; 2,00 ;2;
03/07/2025;AM;PEÄAS - LINHA PESADA;MONITORAMENTO; R$ 39,06 ; R$ -   ;1;0; R$ 23,03 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 21.111,44 ; R$ 190,00 ;119;1; R$ 16.632,01 ; 40,00 ;32;
03/07/2025;AM;PEÄAS - LINHA PESADA;PARTIDA; R$ 2.409,91 ; R$ 2.143,49 ;3;1; R$ 1.816,29 ; 4,00 ;4;
03/07/2025;AM;PEÄAS - LINHA PESADA;PNEUMµTICO; R$ 15.134,66 ; R$ -   ;26;0; R$ 9.978,08 ; 9,00 ;9;
03/07/2025;AM;PEÄAS - LINHA PESADA;POLIAS E TENSORES; R$ 168,94 ; R$ -   ;2;0; R$ 101,30 ; 2,00 ;2;
03/07/2025;AM;PEÄAS - LINHA PESADA;REPARO; R$ 392,08 ; R$ -   ;3;0; R$ 233,29 ; 3,00 ;3;
03/07/2025;AM;PEÄAS - LINHA PESADA;ROLAMENTO; R$ 1.252,88 ; R$ -   ;20;0; R$ 939,41 ; 12,00 ;10;
03/07/2025;AM;PEÄAS - LINHA PESADA;SENSORES; R$ 4.915,67 ; R$ -   ;18;0; R$ 3.173,24 ; 8,00 ;6;
03/07/2025;AM;PEÄAS - LINHA PESADA;SINALIZAÄ«O VISUAL; R$ 58,50 ; R$ -   ;14;0; R$ 37,30 ; 2,00 ;2;
03/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 35.465,67 ; R$ 258,60 ;258;2; R$ 25.548,55 ; 61,00 ;45;
03/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 85.312,57 ; R$ 5.518,72 ;354;11; R$ 66.470,79 ; 127,00 ;83;
03/07/2025;AM;PEÄAS - LINHA PESADA;TURBOALIMENTAÄ«O; R$ 2.101,21 ; R$ -   ;1;0; R$ 1.819,53 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA PESADA;UNIVERSAL; R$ 3.857,48 ; R$ -   ;65;0; R$ 3.112,69 ; 19,00 ;17;
03/07/2025;AM;PEÄAS - LINHA PESADA;VµLVULAS; R$ 4.603,58 ; R$ 734,90 ;10;2; R$ 3.478,58 ; 13,00 ;13;
04/07/2025;AM;PEÄAS - LINHA PESADA;A CLASSIFICAR; R$ 1.615,87 ; R$ -   ;21;0; R$ 1.170,32 ; 8,00 ;7;
04/07/2025;AM;PEÄAS - LINHA PESADA;ACESS‡RIOS; R$ 13.911,88 ; R$ 69,70 ;12;2; R$ 11.423,34 ; 10,00 ;10;
04/07/2025;AM;PEÄAS - LINHA PESADA;ADMISS«O; R$ 10.826,60 ; R$ -   ;3;0; R$ 8.526,57 ; 3,00 ;2;
04/07/2025;AM;PEÄAS - LINHA PESADA;ALIMENTAÄ«O; R$ 440,60 ; R$ -   ;18;0; R$ 266,35 ; 3,00 ;3;
04/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 7.732,56 ; R$ -   ;23;0; R$ 6.219,63 ; 21,00 ;19;
04/07/2025;AM;PEÄAS - LINHA PESADA;µUDIO; R$ 231,92 ; R$ -   ;7;0; R$ 147,16 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA PESADA;CARROCERIA; R$ 11.565,21 ; R$ 691,40 ;42;1; R$ 8.402,96 ; 17,00 ;15;
04/07/2025;AM;PEÄAS - LINHA PESADA;CHASSI; R$ 2.471,00 ; R$ 322,50 ;15;2; R$ 1.829,15 ; 6,00 ;5;
04/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE FIXAÄ«O; R$ 318,81 ; R$ -   ;18;0; R$ 232,69 ; 8,00 ;8;
04/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES EXTERNOS; R$ 4.301,08 ; R$ -   ;19;0; R$ 2.824,41 ; 15,00 ;14;
04/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS CABINE; R$ 1.810,23 ; R$ -   ;9;0; R$ 1.311,78 ; 5,00 ;5;
04/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR; R$ 12.764,28 ; R$ 802,45 ;77;2; R$ 10.054,40 ; 38,00 ;31;
04/07/2025;AM;PEÄAS - LINHA PESADA;CONFORTO; R$ 940,92 ; R$ 256,60 ;1;1; R$ 509,37 ; 3,00 ;2;
04/07/2025;AM;PEÄAS - LINHA PESADA;DIREÄ«O; R$ 6.956,55 ; R$ 1.404,55 ;20;6; R$ 4.837,90 ; 24,00 ;20;
04/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 20.952,97 ; R$ 309,58 ;92;2; R$ 14.594,55 ; 46,00 ;39;
04/07/2025;AM;PEÄAS - LINHA PESADA;EXAUST«O; R$ 2.111,86 ; R$ -   ;10;0; R$ 1.679,82 ; 8,00 ;8;
04/07/2025;AM;PEÄAS - LINHA PESADA;FIXAÄ«O; R$ 5.499,86 ; R$ -   ;282;0; R$ 3.670,84 ; 18,00 ;16;
04/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 58.669,83 ; R$ 3.176,95 ;263;4; R$ 44.364,03 ; 62,00 ;46;
04/07/2025;AM;PEÄAS - LINHA PESADA;IGNIÄ«O; R$ 1.482,86 ; R$ -   ;15;0; R$ 1.022,56 ; 6,00 ;5;
04/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 8.958,52 ; R$ 488,97 ;260;11; R$ 5.738,80 ; 51,00 ;38;
04/07/2025;AM;PEÄAS - LINHA PESADA;INJEÄ«O; R$ 4.847,71 ; R$ -   ;18;0; R$ 3.336,31 ; 15,00 ;14;
04/07/2025;AM;PEÄAS - LINHA PESADA;LUBRIFICAÄ«O; R$ 2.558,40 ; R$ -   ;3;0; R$ 2.039,46 ; 3,00 ;3;
04/07/2025;AM;PEÄAS - LINHA PESADA;MANGUEIRAS; R$ 329,42 ; R$ -   ;3;0; R$ 276,92 ; 3,00 ;2;
04/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 23.237,78 ; R$ 106,20 ;148;2; R$ 17.748,78 ; 54,00 ;41;
04/07/2025;AM;PEÄAS - LINHA PESADA;PARTIDA; R$ 11.982,32 ; R$ -   ;11;0; R$ 8.898,25 ; 9,00 ;9;
04/07/2025;AM;PEÄAS - LINHA PESADA;PNEUMµTICO; R$ 236,00 ; R$ -   ;3;0; R$ 158,92 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA PESADA;POLIAS E TENSORES; R$ 966,72 ; R$ -   ;4;0; R$ 626,90 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA PESADA;REFRIGERACAO; R$ 736,61 ; R$ -   ;1;0; R$ 446,48 ; 1,00 ;1;
04/07/2025;AM;PEÄAS - LINHA PESADA;REPARO; R$ 70,00 ; R$ -   ;1;0; R$ 41,74 ; 1,00 ;1;
04/07/2025;AM;PEÄAS - LINHA PESADA;ROLAMENTO; R$ 1.447,90 ; R$ 156,11 ;16;1; R$ 1.057,87 ; 10,00 ;9;
04/07/2025;AM;PEÄAS - LINHA PESADA;SINALIZAÄ«O VISUAL; R$ 67,08 ; R$ -   ;16;0; R$ 42,40 ; 2,00 ;1;
04/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 19.523,43 ; R$ 336,04 ;196;7; R$ 14.297,47 ; 54,00 ;44;
04/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 77.198,01 ; R$ 3.645,27 ;296;5; R$ 59.120,74 ; 108,00 ;79;
04/07/2025;AM;PEÄAS - LINHA PESADA;TURBOALIMENTAÄ«O; R$ 2.158,50 ; R$ -   ;1;0; R$ 1.795,34 ; 1,00 ;1;
04/07/2025;AM;PEÄAS - LINHA PESADA;UNIVERSAL; R$ 3.823,12 ; R$ -   ;65;0; R$ 2.881,89 ; 22,00 ;20;
04/07/2025;AM;PEÄAS - LINHA PESADA;VµLVULAS; R$ 6.539,80 ; R$ 302,00 ;14;1; R$ 5.063,93 ; 12,00 ;12;
05/07/2025;AM;PEÄAS - LINHA PESADA;A CLASSIFICAR; R$ 1.147,83 ; R$ 42,05 ;22;1; R$ 747,67 ; 11,00 ;9;
05/07/2025;AM;PEÄAS - LINHA PESADA;ACESS‡RIOS; R$ 1.141,37 ; R$ -   ;12;0; R$ 711,34 ; 8,00 ;7;
05/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 4.957,22 ; R$ -   ;20;0; R$ 3.670,12 ; 16,00 ;16;
05/07/2025;AM;PEÄAS - LINHA PESADA;µUDIO; R$ 504,00 ; R$ -   ;20;0; R$ 324,60 ; 1,00 ;1;
05/07/2025;AM;PEÄAS - LINHA PESADA;CARROCERIA; R$ 1.719,43 ; R$ -   ;8;0; R$ 1.034,73 ; 4,00 ;3;
05/07/2025;AM;PEÄAS - LINHA PESADA;CHASSI; R$ 6.141,88 ; R$ 183,00 ;4;6; R$ 4.863,10 ; 6,00 ;5;
05/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE FIXAÄ«O; R$ 1.235,71 ; R$ -   ;36;0; R$ 857,74 ; 8,00 ;6;
05/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES EXTERNOS; R$ 3.524,05 ; R$ -   ;80;0; R$ 2.414,78 ; 8,00 ;7;
05/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS CABINE; R$ 2.024,73 ; R$ -   ;19;0; R$ 1.255,40 ; 8,00 ;8;
05/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR; R$ 9.319,99 ; R$ -   ;57;0; R$ 7.220,95 ; 22,00 ;21;
05/07/2025;AM;PEÄAS - LINHA PESADA;CONTROLE; R$ 28,00 ; R$ -   ;1;0; R$ 15,69 ; 1,00 ;1;
05/07/2025;AM;PEÄAS - LINHA PESADA;DIREÄ«O; R$ 2.343,04 ; R$ 722,95 ;6;3; R$ 1.537,99 ; 10,00 ;10;
05/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 5.987,33 ; R$ -   ;28;0; R$ 3.927,02 ; 22,00 ;19;
05/07/2025;AM;PEÄAS - LINHA PESADA;EXAUST«O; R$ 478,08 ; R$ -   ;4;0; R$ 350,45 ; 3,00 ;3;
05/07/2025;AM;PEÄAS - LINHA PESADA;FECHAMENTO; R$ 141,55 ; R$ -   ;1;0; R$ 90,34 ; 1,00 ;1;
05/07/2025;AM;PEÄAS - LINHA PESADA;FIXAÄ«O; R$ 1.147,72 ; R$ 45,44 ;108;2; R$ 703,14 ; 13,00 ;10;
05/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 23.913,53 ; R$ 2.620,86 ;120;5; R$ 18.610,37 ; 50,00 ;31;
05/07/2025;AM;PEÄAS - LINHA PESADA;IGNIÄ«O; R$ 76,20 ; R$ -   ;1;0; R$ 55,68 ; 1,00 ;1;
05/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 2.954,82 ; R$ 17,90 ;172;2; R$ 1.773,97 ; 33,00 ;26;
05/07/2025;AM;PEÄAS - LINHA PESADA;INJEÄ«O; R$ 3.044,78 ; R$ 711,00 ;11;1; R$ 2.211,00 ; 9,00 ;8;
05/07/2025;AM;PEÄAS - LINHA PESADA;LUBRIFICAÄ«O; R$ 754,90 ; R$ -   ;2;0; R$ 517,23 ; 2,00 ;1;
05/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 16.231,92 ; R$ -   ;72;0; R$ 12.770,26 ; 26,00 ;21;
05/07/2025;AM;PEÄAS - LINHA PESADA;OUTROS; R$ 7.200,00 ; R$ -   ;200;0; R$ 5.086,00 ; 2,00 ;1;
05/07/2025;AM;PEÄAS - LINHA PESADA;PARTIDA; R$ 7.883,10 ; R$ -   ;5;0; R$ 6.008,47 ; 5,00 ;5;
05/07/2025;AM;PEÄAS - LINHA PESADA;PNEUMµTICO; R$ 3.893,32 ; R$ -   ;4;0; R$ 3.097,49 ; 2,00 ;2;
05/07/2025;AM;PEÄAS - LINHA PESADA;ROLAMENTO; R$ 1.468,51 ; R$ 663,60 ;9;1; R$ 844,54 ; 8,00 ;6;
05/07/2025;AM;PEÄAS - LINHA PESADA;SENSORES; R$ 1.809,64 ; R$ -   ;3;0; R$ 1.280,19 ; 3,00 ;3;
05/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 20.188,27 ; R$ 184,00 ;218;6; R$ 14.766,95 ; 47,00 ;35;
05/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 48.592,03 ; R$ 10.785,47 ;139;13; R$ 36.204,55 ; 92,00 ;62;
