Data;Estados;Categoria de Produtos;Fam°lia de Produtos; Receita ; Valor Devoluá∆o ;Quantidade de venda;Quantidade Devoluá∆o; Custo ; Quantidade de NFs ;Quantidade de Clientes;
02/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 2.289,60 ; R$ -   ;3;0; R$ 1.718,70 ; 3,00 ;3;
02/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 34.771,14 ; R$ 3.495,67 ;530;21; R$ 22.607,41 ; 237,00 ;132;
02/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 310,72 ; R$ -   ;5;0; R$ 217,24 ; 4,00 ;4;
02/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 13.154,08 ; R$ 1.806,30 ;90;5; R$ 8.354,75 ; 92,00 ;70;
02/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 666,82 ; R$ -   ;9;0; R$ 437,05 ; 6,00 ;6;
02/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 528,34 ; R$ 36,00 ;15;1; R$ 315,97 ; 15,00 ;13;
02/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 10.165,33 ; R$ 173,34 ;271;19; R$ 6.652,73 ; 94,00 ;62;
02/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 9.072,87 ; R$ 251,07 ;87;3; R$ 5.929,27 ; 72,00 ;49;
02/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 1.024,05 ; R$ -   ;5;0; R$ 753,33 ; 5,00 ;5;
02/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 23.475,29 ; R$ 832,90 ;219;6; R$ 15.031,25 ; 158,00 ;95;
02/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 22.210,13 ; R$ 603,16 ;580;21; R$ 13.986,93 ; 334,00 ;112;
02/07/2025;AM;PEÄAS - LINHA LEVE;INDEFINIDO; R$ 279,10 ; R$ -   ;1;0; R$ 187,75 ; 1,00 ;1;
02/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 19.676,97 ; R$ 788,89 ;158;3; R$ 13.125,29 ; 68,00 ;51;
02/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 9.085,94 ; R$ 1.090,20 ;41;3; R$ 6.040,20 ; 43,00 ;28;
02/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 5.663,16 ; R$ 326,66 ;85;5; R$ 3.406,34 ; 81,00 ;61;
02/07/2025;AM;PEÄAS - LINHA LEVE;MATERIAIS E ACABAMENTOS; R$ 15,51 ; R$ -   ;1;0; R$ 8,78 ; 1,00 ;1;
02/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 808,52 ; R$ 74,13 ;12;1; R$ 514,30 ; 11,00 ;11;
02/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 55.957,90 ; R$ 2.971,90 ;652;24; R$ 38.283,05 ; 445,00 ;216;
02/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 520,05 ; R$ 86,40 ;1;1; R$ 421,89 ; 3,00 ;3;
02/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 7.148,40 ; R$ 673,44 ;27;3; R$ 4.854,08 ; 32,00 ;29;
02/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 5.850,60 ; R$ -   ;26;0; R$ 4.441,76 ; 13,00 ;12;
02/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 7.222,18 ; R$ 205,59 ;92;4; R$ 4.665,88 ; 82,00 ;55;
02/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 13.065,35 ; R$ 3.908,00 ;12;3; R$ 8.677,91 ; 15,00 ;14;
02/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 2.350,17 ; R$ 148,36 ;17;1; R$ 1.464,09 ; 19,00 ;18;
02/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 643,66 ; R$ -   ;10;0; R$ 347,08 ; 10,00 ;9;
02/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 12.437,65 ; R$ 285,48 ;130;6; R$ 8.416,93 ; 106,00 ;70;
02/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 156,96 ; R$ -   ;3;0; R$ 76,32 ; 3,00 ;3;
02/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 21.573,38 ; R$ 1.795,67 ;199;17; R$ 13.521,11 ; 207,00 ;109;
02/07/2025;AM;PEÄAS - LINHA LEVE;SINALIZAÄ«O VISUAL; R$ 102,00 ; R$ -   ;1;0; R$ 67,06 ; 1,00 ;1;
02/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 249.312,87 ; R$ 11.343,56 ;2364;98; R$ 153.757,18 ; 1.031,00 ;356;
02/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 902,94 ; R$ -   ;50;0; R$ 484,50 ; 22,00 ;17;
02/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 200.347,27 ; R$ 19.126,51 ;1482;89; R$ 128.592,43 ; 1.099,00 ;405;
02/07/2025;AM;PEÄAS - LINHA LEVE;TUBOS INTERMEDIµRIOS; R$ 1.730,91 ; R$ -   ;4;0; R$ 1.182,16 ; 4,00 ;4;
02/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 1.637,45 ; R$ -   ;9;0; R$ 1.053,36 ; 8,00 ;7;
02/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 2.979,07 ; R$ 146,00 ;39;1; R$ 1.893,99 ; 32,00 ;26;
02/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 10.464,06 ; R$ 256,96 ;119;4; R$ 6.785,24 ; 100,00 ;65;
02/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 1.401,44 ; R$ -   ;57;0; R$ 897,36 ; 28,00 ;21;
03/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 3.525,50 ; R$ -   ;53;0; R$ 2.318,88 ; 21,00 ;20;
03/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 2.721,78 ; R$ 3.625,95 ;45;5; R$ 1.760,41 ; 48,00 ;41;
03/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 8.407,39 ; R$ 849,68 ;58;4; R$ 5.429,29 ; 54,00 ;42;
03/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 162,41 ; R$ -   ;4;0; R$ 87,00 ; 4,00 ;4;
03/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 21.769,53 ; R$ 364,74 ;152;6; R$ 14.057,71 ; 127,00 ;73;
03/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 15.368,77 ; R$ 91,98 ;113;1; R$ 9.871,99 ; 101,00 ;66;
03/07/2025;AM;PEÄAS - LINHA LEVE;C∂MARA DE AR; R$ 446,77 ; R$ -   ;1;0; R$ 319,02 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 14.130,43 ; R$ 613,86 ;123;6; R$ 9.318,05 ; 120,00 ;84;
03/07/2025;AM;PEÄAS - LINHA LEVE;COMANDO DE VµLVULAS; R$ 725,00 ; R$ 67,89 ;1;1; R$ 354,52 ; 3,00 ;2;
03/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 268,61 ; R$ -   ;3;0; R$ 161,58 ; 3,00 ;3;
03/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 271,24 ; R$ 248,60 ;1;1; R$ 151,25 ; 3,00 ;3;
03/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 18.085,39 ; R$ 626,43 ;113;4; R$ 10.953,96 ; 95,00 ;80;
03/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 760,04 ; R$ -   ;5;0; R$ 445,92 ; 5,00 ;5;
03/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 30.863,44 ; R$ 1.828,70 ;427;26; R$ 19.358,40 ; 256,00 ;130;
03/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 2.845,32 ; R$ -   ;5;0; R$ 1.991,68 ; 5,00 ;5;
03/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 20.695,52 ; R$ 3.618,63 ;388;12; R$ 13.414,36 ; 188,00 ;113;
03/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 1.745,25 ; R$ -   ;7;0; R$ 1.058,64 ; 7,00 ;7;
03/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 8.623,34 ; R$ 900,09 ;106;6; R$ 5.499,32 ; 106,00 ;73;
03/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 757,10 ; R$ 165,00 ;5;2; R$ 406,78 ; 7,00 ;5;
03/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 1.022,90 ; R$ -   ;18;0; R$ 645,98 ; 16,00 ;14;
03/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 12.471,17 ; R$ 321,42 ;211;2; R$ 8.381,93 ; 99,00 ;66;
03/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 11.034,49 ; R$ 885,30 ;128;27; R$ 7.501,90 ; 83,00 ;61;
03/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 928,90 ; R$ -   ;9;0; R$ 699,69 ; 4,00 ;4;
03/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 22.222,32 ; R$ 952,87 ;231;8; R$ 14.542,91 ; 165,00 ;108;
03/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 30.747,60 ; R$ 4.330,63 ;949;34; R$ 20.301,18 ; 348,00 ;127;
03/07/2025;AM;PEÄAS - LINHA LEVE;INDEFINIDO; R$ 220,90 ; R$ -   ;1;0; R$ 126,63 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 21.605,45 ; R$ 554,83 ;137;4; R$ 14.765,81 ; 92,00 ;64;
03/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 7.039,57 ; R$ 216,09 ;48;2; R$ 4.596,61 ; 47,00 ;41;
03/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 5.928,62 ; R$ 241,60 ;87;4; R$ 3.486,92 ; 87,00 ;59;
03/07/2025;AM;PEÄAS - LINHA LEVE;MANUTENÄ«O; R$ 233,60 ; R$ -   ;4;0; R$ 166,88 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 979,53 ; R$ -   ;11;0; R$ 562,20 ; 11,00 ;10;
03/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 49.470,04 ; R$ 3.485,86 ;584;30; R$ 34.153,47 ; 403,00 ;228;
03/07/2025;AM;PEÄAS - LINHA LEVE;OUTROS; R$ 82,64 ; R$ -   ;4;0; R$ 62,76 ; 3,00 ;3;
03/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 694,17 ; R$ 173,65 ;5;1; R$ 432,69 ; 6,00 ;6;
03/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 7.932,77 ; R$ 93,22 ;28;1; R$ 5.312,08 ; 26,00 ;25;
03/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 2.803,04 ; R$ -   ;14;0; R$ 1.889,41 ; 13,00 ;12;
03/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 9.237,45 ; R$ 222,23 ;103;4; R$ 6.376,71 ; 87,00 ;70;
03/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 19.542,29 ; R$ 4.170,00 ;21;2; R$ 13.673,51 ; 22,00 ;20;
03/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 2.609,40 ; R$ -   ;70;0; R$ 1.559,78 ; 25,00 ;22;
03/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 780,22 ; R$ 21,12 ;8;1; R$ 481,48 ; 10,00 ;10;
03/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 8.789,92 ; R$ 716,78 ;94;3; R$ 5.744,07 ; 83,00 ;58;
03/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 87,70 ; R$ -   ;2;0; R$ 50,88 ; 2,00 ;2;
03/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 26.085,36 ; R$ 849,30 ;220;7; R$ 17.392,07 ; 186,00 ;111;
03/07/2025;AM;PEÄAS - LINHA LEVE;SINALIZAÄ«O VISUAL; R$ 107,76 ; R$ -   ;1;0; R$ 67,06 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 245.877,26 ; R$ 9.946,91 ;2473;81; R$ 155.249,08 ; 1.059,00 ;382;
03/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 922,93 ; R$ -   ;47;0; R$ 457,65 ; 25,00 ;16;
03/07/2025;AM;PEÄAS - LINHA LEVE;TINTAS E REVESTIMENTOS; R$ 58,77 ; R$ -   ;1;0; R$ 41,70 ; 1,00 ;1;
03/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 211.561,58 ; R$ 15.573,15 ;1534;96; R$ 135.871,88 ; 1.133,00 ;431;
03/07/2025;AM;PEÄAS - LINHA LEVE;TUBOS INTERMEDIµRIOS; R$ 285,49 ; R$ -   ;2;0; R$ 191,17 ; 2,00 ;2;
03/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 811,00 ; R$ -   ;5;0; R$ 603,31 ; 5,00 ;5;
03/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 2.244,71 ; R$ -   ;33;0; R$ 1.389,49 ; 22,00 ;19;
03/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 12.593,04 ; R$ 408,47 ;152;5; R$ 8.346,92 ; 113,00 ;75;
03/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 2.097,34 ; R$ 167,53 ;49;1; R$ 1.307,80 ; 31,00 ;28;
04/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 2.041,76 ; R$ -   ;8;0; R$ 1.427,90 ; 5,00 ;5;
04/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 7.546,39 ; R$ 610,32 ;47;4; R$ 6.150,39 ; 49,00 ;36;
04/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 8.668,00 ; R$ 62,91 ;73;1; R$ 5.746,35 ; 65,00 ;53;
04/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 1.841,72 ; R$ -   ;7;0; R$ 1.513,16 ; 5,00 ;5;
04/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 22.783,56 ; R$ 1.564,70 ;131;9; R$ 14.681,71 ; 129,00 ;80;
04/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 17.906,52 ; R$ 1.411,30 ;131;4; R$ 11.560,59 ; 99,00 ;71;
04/07/2025;AM;PEÄAS - LINHA LEVE;BOMBAS DE VµCUO; R$ 1.205,31 ; R$ -   ;3;0; R$ 826,41 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA LEVE;C∂MARA DE AR; R$ 17,86 ; R$ -   ;1;0; R$ 7,25 ; 1,00 ;1;
04/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 10.927,27 ; R$ 790,83 ;116;9; R$ 7.208,31 ; 113,00 ;74;
04/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 759,26 ; R$ 108,37 ;7;1; R$ 462,97 ; 9,00 ;8;
04/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE VEDAÄ«O; R$ 85,39 ; R$ -   ;1;0; R$ 39,39 ; 1,00 ;1;
04/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 476,73 ; R$ -   ;2;0; R$ 270,69 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 9.654,55 ; R$ 3.503,66 ;97;3; R$ 7.523,31 ; 96,00 ;68;
04/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 328,29 ; R$ -   ;2;0; R$ 191,82 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 27.964,59 ; R$ 879,97 ;331;18; R$ 17.727,51 ; 194,00 ;119;
04/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 1.617,94 ; R$ -   ;4;0; R$ 1.253,29 ; 3,00 ;3;
04/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 32.797,17 ; R$ 2.426,34 ;298;13; R$ 22.183,86 ; 212,00 ;118;
04/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 766,38 ; R$ -   ;6;0; R$ 509,31 ; 5,00 ;5;
04/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 7.292,98 ; R$ 264,79 ;81;5; R$ 4.509,99 ; 71,00 ;52;
04/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 197,90 ; R$ -   ;6;0; R$ 131,97 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 880,96 ; R$ -   ;26;0; R$ 550,85 ; 20,00 ;14;
04/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 8.121,86 ; R$ 135,20 ;206;2; R$ 5.260,12 ; 88,00 ;59;
04/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 9.314,30 ; R$ 1.150,70 ;185;7; R$ 6.278,98 ; 91,00 ;67;
04/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 307,11 ; R$ -   ;2;0; R$ 220,89 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 19.992,40 ; R$ 693,64 ;191;3; R$ 13.129,58 ; 126,00 ;81;
04/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 24.614,80 ; R$ 1.394,93 ;794;12; R$ 15.003,88 ; 323,00 ;101;
04/07/2025;AM;PEÄAS - LINHA LEVE;INDEFINIDO; R$ 543,46 ; R$ -   ;2;0; R$ 428,75 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 20.151,09 ; R$ 958,08 ;129;4; R$ 13.723,22 ; 93,00 ;61;
04/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 9.369,95 ; R$ 167,43 ;55;2; R$ 6.137,97 ; 51,00 ;40;
04/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 4.413,69 ; R$ 76,30 ;64;1; R$ 2.621,66 ; 55,00 ;42;
04/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 294,31 ; R$ -   ;4;0; R$ 171,92 ; 4,00 ;3;
04/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 54.238,19 ; R$ 3.543,78 ;663;32; R$ 36.953,38 ; 430,00 ;212;
04/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 735,51 ; R$ -   ;4;0; R$ 481,27 ; 4,00 ;3;
04/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 7.595,21 ; R$ 557,15 ;38;1; R$ 5.276,11 ; 37,00 ;30;
04/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 2.893,26 ; R$ 100,26 ;23;2; R$ 1.939,04 ; 20,00 ;20;
04/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 4.697,03 ; R$ -   ;84;0; R$ 2.984,73 ; 66,00 ;49;
04/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 13.111,56 ; R$ 247,50 ;12;1; R$ 9.228,84 ; 13,00 ;13;
04/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 1.574,30 ; R$ 86,20 ;11;1; R$ 1.014,40 ; 9,00 ;9;
04/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 736,88 ; R$ -   ;17;0; R$ 360,51 ; 15,00 ;14;
04/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 7.112,51 ; R$ 165,08 ;104;3; R$ 4.579,15 ; 74,00 ;57;
04/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 50,18 ; R$ -   ;1;0; R$ 25,44 ; 1,00 ;1;
04/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 21.929,86 ; R$ 943,36 ;186;10; R$ 14.265,29 ; 179,00 ;97;
04/07/2025;AM;PEÄAS - LINHA LEVE;SINALIZAÄ«O SONORA; R$ 136,30 ; R$ -   ;1;0; R$ 90,15 ; 1,00 ;1;
04/07/2025;AM;PEÄAS - LINHA LEVE;SISTEMA DE CABINE; R$ 18,66 ; R$ -   ;1;0; R$ 10,34 ; 1,00 ;1;
04/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 214.494,79 ; R$ 9.791,19 ;2048;71; R$ 133.769,09 ; 909,00 ;349;
04/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 512,25 ; R$ -   ;28;0; R$ 271,83 ; 14,00 ;12;
04/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 196.437,06 ; R$ 13.598,99 ;1425;82; R$ 126.709,17 ; 1.053,00 ;412;
04/07/2025;AM;PEÄAS - LINHA LEVE;TUBOS INTERMEDIµRIOS; R$ 742,24 ; R$ -   ;2;0; R$ 519,21 ; 2,00 ;2;
04/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 965,31 ; R$ 35,70 ;2;1; R$ 729,05 ; 4,00 ;4;
04/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 1.750,80 ; R$ 466,24 ;19;3; R$ 1.098,82 ; 21,00 ;16;
04/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 11.296,40 ; R$ 2.723,46 ;135;7; R$ 7.244,78 ; 120,00 ;72;
04/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 2.555,16 ; R$ -   ;58;0; R$ 1.696,88 ; 28,00 ;22;
05/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 952,27 ; R$ 80,19 ;16;1; R$ 535,60 ; 9,00 ;8;
05/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 3.460,98 ; R$ 278,32 ;92;3; R$ 2.274,40 ; 40,00 ;32;
05/07/2025;AM;PEÄAS - LINHA LEVE;ABASTECIMENTO; R$ 1.390,00 ; R$ -   ;1;0; R$ 1.284,42 ; 1,00 ;1;
05/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 6.964,93 ; R$ 400,03 ;46;3; R$ 4.345,80 ; 49,00 ;35;
05/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 669,32 ; R$ 33,76 ;2;1; R$ 680,50 ; 4,00 ;4;
05/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 13.492,44 ; R$ 112,26 ;88;1; R$ 8.120,81 ; 85,00 ;48;
05/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 6.261,23 ; R$ 1.236,50 ;73;3; R$ 4.004,08 ; 74,00 ;52;
05/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 8.864,65 ; R$ 754,11 ;89;5; R$ 5.637,37 ; 86,00 ;47;
05/07/2025;AM;PEÄAS - LINHA LEVE;COMANDO DE VµLVULAS; R$ 193,16 ; R$ -   ;2;0; R$ 114,05 ; 2,00 ;2;
05/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 86,93 ; R$ -   ;1;0; R$ 51,54 ; 1,00 ;1;
05/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE VEDAÄ«O; R$ 68,18 ; R$ -   ;1;0; R$ 39,39 ; 1,00 ;1;
05/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 317,30 ; R$ -   ;1;0; R$ 210,54 ; 1,00 ;1;
05/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 10.602,46 ; R$ 206,02 ;83;2; R$ 6.871,73 ; 66,00 ;46;
05/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 19.180,77 ; R$ 3.382,63 ;273;13; R$ 11.692,68 ; 156,00 ;88;
05/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 556,00 ; R$ -   ;1;0; R$ 467,06 ; 1,00 ;1;
05/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 27.159,92 ; R$ 4.363,62 ;224;10; R$ 17.425,11 ; 175,00 ;93;
05/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 187,49 ; R$ -   ;3;0; R$ 139,08 ; 3,00 ;3;
05/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 7.816,61 ; R$ 254,00 ;59;1; R$ 4.943,05 ; 59,00 ;44;
05/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 2.133,06 ; R$ -   ;20;0; R$ 1.287,57 ; 8,00 ;8;
05/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 578,81 ; R$ -   ;15;0; R$ 332,47 ; 14,00 ;10;
05/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 5.307,54 ; R$ 1.245,09 ;146;21; R$ 3.168,91 ; 78,00 ;43;
05/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 5.427,47 ; R$ 685,17 ;58;3; R$ 3.392,43 ; 53,00 ;33;
05/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 675,75 ; R$ -   ;4;0; R$ 470,27 ; 4,00 ;4;
05/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 18.465,58 ; R$ 432,58 ;181;8; R$ 11.703,08 ; 128,00 ;74;
05/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 23.085,62 ; R$ 804,61 ;652;15; R$ 14.972,04 ; 292,00 ;88;
05/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 10.590,13 ; R$ 1.379,31 ;80;5; R$ 6.978,40 ; 72,00 ;45;
05/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 5.183,09 ; R$ 318,07 ;34;1; R$ 3.369,80 ; 35,00 ;29;
