Data;Estados;Categoria de Produtos;Família de Produtos;Receita;Valor Devolução;Quantidade de venda;Quantidade Devolução;Custo;Quantidade de NFs;Quantidade de Clientes;
03/07/2025;AM;PEÇAS - LINHA PESADA;FIXAÇÃO;1520;0;83;0;1035;16;14;
03/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;58388;4288;294;22;44795;69;53;
03/07/2025;AM;PEÇAS - LINHA PESADA;HIDRÁULICO;3173;0;3;0;2202;3;3;
03/07/2025;AM;PEÇAS - LINHA PESADA;IGNIÇÃO;189;134;2;1;163;3;3;
03/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;11725;5496;385;70;7532;48;40;
03/07/2025;AM;PEÇAS - LINHA PESADA;INJEÇÃO;6721;20;14;1;4345;14;12;
03/07/2025;AM;PEÇAS - LINHA PESADA;LUBRIFICAÇÃO;1681;399;1;2;1215;4;4;
03/07/2025;AM;PEÇAS - LINHA PESADA;MANGUEIRAS;268;0;5;0;214;2;2;
03/07/2025;AM;PEÇAS - LINHA PESADA;MONITORAMENTO;39;0;1;0;23;1;1;
03/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;21111;190;119;1;16632;40;32;
03/07/2025;AM;PEÇAS - LINHA PESADA;PARTIDA;2410;2143;3;1;1816;4;4;
03/07/2025;AM;PEÇAS - LINHA PESADA;PNEUMÁTICO;15135;0;26;0;9978;9;9;
03/07/2025;AM;PEÇAS - LINHA PESADA;POLIAS E TENSORES;169;0;2;0;101;2;2;
03/07/2025;AM;PEÇAS - LINHA PESADA;REPARO;392;0;3;0;233;3;3;
03/07/2025;AM;PEÇAS - LINHA PESADA;ROLAMENTO;1253;0;20;0;939;12;10;
03/07/2025;AM;PEÇAS - LINHA PESADA;SENSORES;4916;0;18;0;3173;8;6;
03/07/2025;AM;PEÇAS - LINHA PESADA;SINALIZAÇÃO VISUAL;59;0;14;0;37;2;2;
03/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;35466;259;258;2;25549;61;45;
03/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;85313;5519;354;11;66471;127;83;
03/07/2025;AM;PEÇAS - LINHA PESADA;TURBOALIMENTAÇÃO;2101;0;1;0;1820;1;1;
03/07/2025;AM;PEÇAS - LINHA PESADA;UNIVERSAL;3857;0;65;0;3113;19;17;
03/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;4604;735;10;2;3479;13;13;
04/07/2025;AM;PEÇAS - LINHA PESADA;A CLASSIFICAR;1616;0;21;0;1170;8;7;
04/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;13912;70;12;2;11423;10;10;
04/07/2025;AM;PEÇAS - LINHA PESADA;ADMISSÃO;10827;0;3;0;8527;3;2;
04/07/2025;AM;PEÇAS - LINHA PESADA;ALIMENTAÇÃO;441;0;18;0;266;3;3;
04/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;7733;0;23;0;6220;21;19;
04/07/2025;AM;PEÇAS - LINHA PESADA;ÁUDIO;232;0;7;0;147;2;2;
04/07/2025;AM;PEÇAS - LINHA PESADA;CARROCERIA;11565;691;42;1;8403;17;15;
04/07/2025;AM;PEÇAS - LINHA PESADA;CHASSI;2471;323;15;2;1829;6;5;
04/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE FIXAÇÃO;319;0;18;0;233;8;8;
04/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES EXTERNOS;4301;0;19;0;2824;15;14;
04/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS CABINE;1810;0;9;0;1312;5;5;
04/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR;12764;802;77;2;10054;38;31;
04/07/2025;AM;PEÇAS - LINHA PESADA;CONFORTO;941;257;1;1;509;3;2;
04/07/2025;AM;PEÇAS - LINHA PESADA;DIREÇÃO;6957;1405;20;6;4838;24;20;
04/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;20953;310;92;2;14595;46;39;
04/07/2025;AM;PEÇAS - LINHA PESADA;EXAUSTÃO;2112;0;10;0;1680;8;8;
04/07/2025;AM;PEÇAS - LINHA PESADA;FIXAÇÃO;5500;0;282;0;3671;18;16;
04/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;58670;3177;263;4;44364;62;46;
04/07/2025;AM;PEÇAS - LINHA PESADA;IGNIÇÃO;1483;0;15;0;1023;6;5;
04/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;8959;489;260;11;5739;51;38;
04/07/2025;AM;PEÇAS - LINHA PESADA;INJEÇÃO;4848;0;18;0;3336;15;14;
04/07/2025;AM;PEÇAS - LINHA PESADA;LUBRIFICAÇÃO;2558;0;3;0;2039;3;3;
04/07/2025;AM;PEÇAS - LINHA PESADA;MANGUEIRAS;329;0;3;0;277;3;2;
04/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;23238;106;148;2;17749;54;41;
04/07/2025;AM;PEÇAS - LINHA PESADA;PARTIDA;11982;0;11;0;8898;9;9;
04/07/2025;AM;PEÇAS - LINHA PESADA;PNEUMÁTICO;236;0;3;0;159;2;2;
04/07/2025;AM;PEÇAS - LINHA PESADA;POLIAS E TENSORES;967;0;4;0;627;2;2;
04/07/2025;AM;PEÇAS - LINHA PESADA;REFRIGERACAO;737;0;1;0;446;1;1;
04/07/2025;AM;PEÇAS - LINHA PESADA;REPARO;70;0;1;0;42;1;1;
04/07/2025;AM;PEÇAS - LINHA PESADA;ROLAMENTO;1448;156;16;1;1058;10;9;
04/07/2025;AM;PEÇAS - LINHA PESADA;SINALIZAÇÃO VISUAL;67;0;16;0;42;2;1;
04/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;19523;336;196;7;14297;54;44;
04/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;77198;3645;296;5;59121;108;79;
04/07/2025;AM;PEÇAS - LINHA PESADA;TURBOALIMENTAÇÃO;2159;0;1;0;1795;1;1;
04/07/2025;AM;PEÇAS - LINHA PESADA;UNIVERSAL;3823;0;65;0;2882;22;20;
04/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;6540;302;14;1;5064;12;12;
05/07/2025;AM;PEÇAS - LINHA PESADA;A CLASSIFICAR;1148;42;22;1;748;11;9;
05/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;1141;0;12;0;711;8;7;
05/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;4957;0;20;0;3670;16;16;
05/07/2025;AM;PEÇAS - LINHA PESADA;ÁUDIO;504;0;20;0;325;1;1;
05/07/2025;AM;PEÇAS - LINHA PESADA;CARROCERIA;1719;0;8;0;1035;4;3;
05/07/2025;AM;PEÇAS - LINHA PESADA;CHASSI;6142;183;4;6;4863;6;5;
05/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE FIXAÇÃO;1236;0;36;0;858;8;6;
05/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES EXTERNOS;3524;0;80;0;2415;8;7;
05/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS CABINE;2025;0;19;0;1255;8;8;
05/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR;9320;0;57;0;7221;22;21;
05/07/2025;AM;PEÇAS - LINHA PESADA;CONTROLE;28;0;1;0;16;1;1;
05/07/2025;AM;PEÇAS - LINHA PESADA;DIREÇÃO;2343;723;6;3;1538;10;10;
05/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;5987;0;28;0;3927;22;19;
05/07/2025;AM;PEÇAS - LINHA PESADA;EXAUSTÃO;478;0;4;0;350;3;3;
05/07/2025;AM;PEÇAS - LINHA PESADA;FECHAMENTO;142;0;1;0;90;1;1;
05/07/2025;AM;PEÇAS - LINHA PESADA;FIXAÇÃO;1148;45;108;2;703;13;10;
05/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;23914;2621;120;5;18610;50;31;
05/07/2025;AM;PEÇAS - LINHA PESADA;IGNIÇÃO;76;0;1;0;56;1;1;
05/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;2955;18;172;2;1774;33;26;
05/07/2025;AM;PEÇAS - LINHA PESADA;INJEÇÃO;3045;711;11;1;2211;9;8;
05/07/2025;AM;PEÇAS - LINHA PESADA;LUBRIFICAÇÃO;755;0;2;0;517;2;1;
05/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;16232;0;72;0;12770;26;21;
05/07/2025;AM;PEÇAS - LINHA PESADA;OUTROS;7200;0;200;0;5086;2;1;
05/07/2025;AM;PEÇAS - LINHA PESADA;PARTIDA;7883;0;5;0;6008;5;5;
05/07/2025;AM;PEÇAS - LINHA PESADA;PNEUMÁTICO;3893;0;4;0;3097;2;2;
05/07/2025;AM;PEÇAS - LINHA PESADA;ROLAMENTO;1469;664;9;1;845;8;6;
05/07/2025;AM;PEÇAS - LINHA PESADA;SENSORES;1810;0;3;0;1280;3;3;
05/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;20188;184;218;6;14767;47;35;
05/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;48592;10785;139;13;36205;92;62;
05/07/2025;AM;PEÇAS - LINHA PESADA;TURBOALIMENTAÇÃO;8090;0;3;0;6275;3;3;
05/07/2025;AM;PEÇAS - LINHA PESADA;UNIVERSAL;3453;229;44;1;2564;18;17;
05/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;4719;1096;11;1;3370;11;11;
05/07/2025;AM;PEÇAS - LINHA PESADA;VEDAÇÃO;464;0;4;0;329;2;2;
06/07/2025;AM;PEÇAS - LINHA PESADA;ALIMENTAÇÃO;361;0;1;0;213;1;1;
06/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;437;0;4;0;252;4;4;
06/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;278;0;2;0;139;2;2;
06/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;307;0;2;0;241;2;2;
06/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;99;0;4;0;57;3;3;
06/07/2025;AM;PEÇAS - LINHA PESADA;MANGUEIRAS;122;0;1;0;60;1;1;
06/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;37;0;1;0;10;1;1;
06/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;500;0;1;0;403;1;1;
06/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;4744;0;5;0;3573;5;4;
06/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;241;0;1;0;180;1;1;
07/07/2025;AM;PEÇAS - LINHA PESADA;A CLASSIFICAR;1529;0;14;0;1184;8;7;
07/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;1157;0;31;0;710;11;11;
07/07/2025;AM;PEÇAS - LINHA PESADA;ADMISSÃO;11211;75;20;6;8651;8;8;
07/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;5510;0;40;0;3798;25;20;
07/07/2025;AM;PEÇAS - LINHA PESADA;ÁUDIO;519;0;19;0;308;4;4;
07/07/2025;AM;PEÇAS - LINHA PESADA;CAMINHAO;2490;0;3;0;2069;2;2;
07/07/2025;AM;PEÇAS - LINHA PESADA;CARROCERIA;5642;0;21;0;3931;14;13;
07/07/2025;AM;PEÇAS - LINHA PESADA;CHASSI;602;0;5;0;381;3;2;
07/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE FIXAÇÃO;1277;0;14;0;948;11;10;
07/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES EXTERNOS;2708;0;24;0;1762;10;9;
07/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS CABINE;1920;245;20;1;1235;12;12;
07/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR;17724;385;89;6;13966;40;32;
07/07/2025;AM;PEÇAS - LINHA PESADA;CONTROLE;24;0;1;0;16;1;1;
07/07/2025;AM;PEÇAS - LINHA PESADA;DIREÇÃO;11194;750;42;1;8174;24;21;
07/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;17703;40;113;1;13475;58;45;
07/07/2025;AM;PEÇAS - LINHA PESADA;EXAUSTÃO;142;0;20;0;95;7;6;
07/07/2025;AM;PEÇAS - LINHA PESADA;FECHAMENTO;178;0;1;0;126;1;1;
07/07/2025;AM;PEÇAS - LINHA PESADA;FIXAÇÃO;1418;40;86;2;855;24;20;
07/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;40410;2651;238;8;30292;67;46;
07/07/2025;AM;PEÇAS - LINHA PESADA;IGNIÇÃO;477;0;6;0;345;2;2;
07/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;9048;0;220;0;5902;41;34;
07/07/2025;AM;PEÇAS - LINHA PESADA;INJEÇÃO;5618;115;15;2;3555;14;13;
07/07/2025;AM;PEÇAS - LINHA PESADA;LUBRIFICAÇÃO;3231;0;4;0;2052;4;4;
07/07/2025;AM;PEÇAS - LINHA PESADA;MANGUEIRAS;285;0;4;0;207;2;2;
07/07/2025;AM;PEÇAS - LINHA PESADA;MONITORAMENTO;40;0;1;0;23;1;1;
07/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;19342;407;117;3;13936;45;38;
07/07/2025;AM;PEÇAS - LINHA PESADA;OUTROS;158;0;10;0;162;1;1;
07/07/2025;AM;PEÇAS - LINHA PESADA;PARTIDA;4993;4773;4;3;3651;9;5;
07/07/2025;AM;PEÇAS - LINHA PESADA;PNEUMÁTICO;931;566;1;1;647;3;2;
07/07/2025;AM;PEÇAS - LINHA PESADA;REFRIGERACAO;915;0;1;0;663;1;1;
07/07/2025;AM;PEÇAS - LINHA PESADA;REPARO;78;0;1;0;42;1;1;
07/07/2025;AM;PEÇAS - LINHA PESADA;ROLAMENTO;3730;0;38;0;2722;15;13;
07/07/2025;AM;PEÇAS - LINHA PESADA;SENSORES;1506;0;6;0;1028;5;5;
07/07/2025;AM;PEÇAS - LINHA PESADA;SINALIZAÇÃO VISUAL;47;0;10;0;27;1;1;
07/07/2025;AM;PEÇAS - LINHA PESADA;SISTEMA DE CABINE;1249;0;1;0;899;1;1;
07/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;15837;47;170;1;11565;49;38;
07/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;76596;398;209;5;64213;97;73;
07/07/2025;AM;PEÇAS - LINHA PESADA;TURBOALIMENTAÇÃO;2409;2370;1;1;1840;3;2;
07/07/2025;AM;PEÇAS - LINHA PESADA;UNIVERSAL;5188;200;97;4;4192;23;20;
07/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;4042;0;14;0;2907;11;10;
07/07/2025;AM;PEÇAS - LINHA PESADA;VEDAÇÃO;58;0;1;0;49;1;1;
08/07/2025;AM;PEÇAS - LINHA PESADA;A CLASSIFICAR;1423;0;12;0;953;9;8;
08/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;1032;0;15;0;642;7;7;
08/07/2025;AM;PEÇAS - LINHA PESADA;ADMISSÃO;1374;0;11;0;1119;3;3;
08/07/2025;AM;PEÇAS - LINHA PESADA;ALIMENTAÇÃO;5841;0;1;0;4410;1;1;
08/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;9710;350;21;2;6626;20;18;
08/07/2025;AM;PEÇAS - LINHA PESADA;ÁUDIO;50;0;2;0;32;2;2;
08/07/2025;AM;PEÇAS - LINHA PESADA;CARROCERIA;3789;0;63;0;2626;16;13;
08/07/2025;AM;PEÇAS - LINHA PESADA;CHASSI;2263;0;10;0;1685;5;5;
08/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE FIXAÇÃO;477;0;19;0;295;10;9;
08/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES EXTERNOS;6415;1069;29;2;4189;16;14;
08/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS CABINE;2789;271;23;2;1887;13;13;
08/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR;14555;71;131;1;11272;42;30;
08/07/2025;AM;PEÇAS - LINHA PESADA;DIREÇÃO;6353;1885;33;3;4459;18;15;
08/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;9511;467;80;5;6182;53;43;
08/07/2025;AM;PEÇAS - LINHA PESADA;EXAUSTÃO;491;0;13;0;316;9;8;
08/07/2025;AM;PEÇAS - LINHA PESADA;FIXAÇÃO;3051;0;208;0;2044;20;18;
08/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;46610;7085;203;7;35183;71;51;
08/07/2025;AM;PEÇAS - LINHA PESADA;HIDRÁULICO;1455;0;1;0;1452;1;1;
08/07/2025;AM;PEÇAS - LINHA PESADA;IGNIÇÃO;486;64;2;1;369;4;3;
08/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;5624;0;264;0;3559;44;36;
08/07/2025;AM;PEÇAS - LINHA PESADA;INJEÇÃO;6006;143;17;1;4228;17;14;
08/07/2025;AM;PEÇAS - LINHA PESADA;LUBRIFICAÇÃO;824;0;2;0;541;2;2;
08/07/2025;AM;PEÇAS - LINHA PESADA;MONITORAMENTO;327;0;10;0;224;1;1;
08/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;11557;219;64;2;8738;32;30;
08/07/2025;AM;PEÇAS - LINHA PESADA;PARTIDA;8662;0;10;0;6178;10;9;
08/07/2025;AM;PEÇAS - LINHA PESADA;PNEUMÁTICO;3552;375;7;2;2778;9;9;
08/07/2025;AM;PEÇAS - LINHA PESADA;POLIAS E TENSORES;152;0;1;0;110;1;1;
08/07/2025;AM;PEÇAS - LINHA PESADA;REFRIGERACAO;460;0;1;0;333;1;1;
08/07/2025;AM;PEÇAS - LINHA PESADA;REPARO;531;268;5;1;332;6;6;
08/07/2025;AM;PEÇAS - LINHA PESADA;ROLAMENTO;1340;0;17;0;958;8;8;
08/07/2025;AM;PEÇAS - LINHA PESADA;SENSORES;1158;0;5;0;864;5;3;
08/07/2025;AM;PEÇAS - LINHA PESADA;SINALIZAÇÃO VISUAL;41;0;10;0;27;1;1;
08/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;19430;1321;116;9;14002;48;39;
08/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;97147;7104;277;11;73713;117;75;
08/07/2025;AM;PEÇAS - LINHA PESADA;TURBOALIMENTAÇÃO;6011;0;3;0;4724;3;3;
08/07/2025;AM;PEÇAS - LINHA PESADA;UNIVERSAL;6070;280;113;5;4779;33;26;
08/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;2545;2382;18;1;1460;17;15;
08/07/2025;AM;PEÇAS - LINHA PESADA;VEDAÇÃO;94;0;1;0;66;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;A CLASSIFICAR;1270;0;27;0;905;11;11;
09/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;2620;0;17;0;1793;5;5;
09/07/2025;AM;PEÇAS - LINHA PESADA;ADMISSÃO;66;0;4;0;44;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;ALIMENTAÇÃO;361;0;1;0;213;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;6914;0;26;0;5140;21;21;
09/07/2025;AM;PEÇAS - LINHA PESADA;ÁUDIO;200;0;7;0;114;3;2;
09/07/2025;AM;PEÇAS - LINHA PESADA;CAMINHAO;6140;0;10;0;4868;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;CARROCERIA;6247;0;32;0;4332;17;15;
09/07/2025;AM;PEÇAS - LINHA PESADA;CHASSI;344;0;2;0;233;2;2;
09/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE FIXAÇÃO;342;0;13;0;264;10;9;
09/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE VEDAÇÃO;16;0;4;0;10;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES EXTERNOS;3873;0;16;0;2596;12;12;
09/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS CABINE;5125;375;43;1;3682;16;15;
09/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR;16870;1581;118;5;13380;34;26;
09/07/2025;AM;PEÇAS - LINHA PESADA;CONTROLE;51;0;2;0;31;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;DIREÇÃO;6488;946;16;2;4439;15;13;
09/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;13560;143;111;2;9258;59;50;
09/07/2025;AM;PEÇAS - LINHA PESADA;ESTRIBO;480;0;3;0;323;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;EXAUSTÃO;655;0;15;0;440;5;5;
09/07/2025;AM;PEÇAS - LINHA PESADA;FERRAMENTAS;77;0;1;0;42;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;FIXAÇÃO;1445;62;111;3;880;21;18;
09/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;39925;6587;127;7;29696;54;48;
09/07/2025;AM;PEÇAS - LINHA PESADA;IGNIÇÃO;91;0;1;0;56;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;5955;191;221;2;3647;45;37;
09/07/2025;AM;PEÇAS - LINHA PESADA;INJEÇÃO;2744;0;11;0;1928;8;7;
09/07/2025;AM;PEÇAS - LINHA PESADA;LUBRIFICAÇÃO;2121;0;5;0;1452;5;5;
09/07/2025;AM;PEÇAS - LINHA PESADA;MANGUEIRAS;1410;0;5;0;1017;5;5;
09/07/2025;AM;PEÇAS - LINHA PESADA;MONITORAMENTO;40;0;1;0;23;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;15227;617;86;11;11928;39;33;
09/07/2025;AM;PEÇAS - LINHA PESADA;OUTROS;2474;0;155;0;2513;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;PARTIDA;8223;0;8;0;5944;8;7;
09/07/2025;AM;PEÇAS - LINHA PESADA;PNEUMÁTICO;4601;0;10;0;3273;7;7;
09/07/2025;AM;PEÇAS - LINHA PESADA;REFRIGERACAO;1415;893;0;1;9;2;2;
09/07/2025;AM;PEÇAS - LINHA PESADA;REPARO;60;0;1;0;42;1;1;
09/07/2025;AM;PEÇAS - LINHA PESADA;ROLAMENTO;2317;0;23;0;1722;9;8;
09/07/2025;AM;PEÇAS - LINHA PESADA;SENSORES;739;461;7;1;528;6;6;
09/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;32697;826;182;4;25632;64;43;
09/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;69654;7169;254;9;52573;113;83;
09/07/2025;AM;PEÇAS - LINHA PESADA;TURBOALIMENTAÇÃO;7833;2548;4;1;6119;6;6;
09/07/2025;AM;PEÇAS - LINHA PESADA;UNIVERSAL;3295;938;111;1;2428;25;22;
09/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;4327;237;19;1;3113;15;13;
10/07/2025;AM;PEÇAS - LINHA PESADA;A CLASSIFICAR;1952;515;15;2;978;7;6;
10/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;1630;138;47;1;984;11;10;
10/07/2025;AM;PEÇAS - LINHA PESADA;ADMISSÃO;9509;0;11;0;7709;4;4;
10/07/2025;AM;PEÇAS - LINHA PESADA;ALIMENTAÇÃO;240;0;2;0;142;1;1;
10/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;4563;0;25;0;3070;19;19;
10/07/2025;AM;PEÇAS - LINHA PESADA;ÁUDIO;209;0;7;0;114;3;3;
10/07/2025;AM;PEÇAS - LINHA PESADA;CAMINHAO;1595;0;4;0;1201;2;2;
10/07/2025;AM;PEÇAS - LINHA PESADA;CARROCERIA;4499;324;34;1;2990;20;16;
10/07/2025;AM;PEÇAS - LINHA PESADA;CHASSI;2386;0;3;0;1907;3;2;
10/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE FIXAÇÃO;1538;0;31;0;865;14;12;
10/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES EXTERNOS;4966;0;13;0;2593;8;7;
10/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS CABINE;5575;0;29;0;3886;14;13;
10/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR;7785;6421;88;8;5614;38;33;
10/07/2025;AM;PEÇAS - LINHA PESADA;DIREÇÃO;7082;0;25;0;4941;15;14;
10/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;6289;2306;63;4;4053;49;41;
10/07/2025;AM;PEÇAS - LINHA PESADA;EXAUSTÃO;765;0;15;0;547;7;7;
10/07/2025;AM;PEÇAS - LINHA PESADA;FIXAÇÃO;2432;147;152;20;1643;23;21;
10/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;33143;3144;171;4;25264;63;46;
10/07/2025;AM;PEÇAS - LINHA PESADA;HIDRÁULICO;491;0;1;0;366;1;1;
10/07/2025;AM;PEÇAS - LINHA PESADA;IGNIÇÃO;252;0;3;0;167;3;3;
10/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;10598;506;455;2;6758;57;42;
10/07/2025;AM;PEÇAS - LINHA PESADA;INJEÇÃO;6706;1322;12;1;5147;11;8;
10/07/2025;AM;PEÇAS - LINHA PESADA;LUBRIFICAÇÃO;899;0;2;0;623;2;2;
10/07/2025;AM;PEÇAS - LINHA PESADA;MANGUEIRAS;1346;0;5;0;947;3;3;
10/07/2025;AM;PEÇAS - LINHA PESADA;MONITORAMENTO;319;0;10;0;224;1;1;
10/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;2833;4984;29;9;2241;23;20;
10/07/2025;AM;PEÇAS - LINHA PESADA;PARTIDA;9530;1125;8;1;6890;10;8;
10/07/2025;AM;PEÇAS - LINHA PESADA;PNEUMÁTICO;3357;481;8;2;2610;9;7;
10/07/2025;AM;PEÇAS - LINHA PESADA;POLIAS E TENSORES;301;0;1;0;170;1;1;
10/07/2025;AM;PEÇAS - LINHA PESADA;REPARO;681;0;6;0;365;4;4;
10/07/2025;AM;PEÇAS - LINHA PESADA;ROLAMENTO;2286;0;45;0;1634;12;11;
10/07/2025;AM;PEÇAS - LINHA PESADA;SENSORES;2431;0;7;0;1679;6;6;
10/07/2025;AM;PEÇAS - LINHA PESADA;SINALIZAÇÃO VISUAL;1850;0;80;0;1123;5;5;
10/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;18439;787;106;13;13745;40;28;
10/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;93849;7748;232;14;71291;104;79;
10/07/2025;AM;PEÇAS - LINHA PESADA;TURBOALIMENTAÇÃO;597;2314;1;1;699;3;3;
10/07/2025;AM;PEÇAS - LINHA PESADA;UNIVERSAL;4546;917;90;15;3502;26;26;
10/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;5088;0;13;0;3695;9;9;
11/07/2025;AM;PEÇAS - LINHA PESADA;A CLASSIFICAR;1630;937;36;1;1618;15;11;
11/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;10312;6156;15;3;7511;12;10;
11/07/2025;AM;PEÇAS - LINHA PESADA;ADMISSÃO;6028;40;26;4;5060;7;6;
11/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;11224;285;30;1;8137;28;21;
